caseid,make_get_guns,gender,ideology,trust_in_gov,religion,race
3811,More Difficult,Female,Slightly Liberal,Never,Never,White
4546,More Difficult,Male,Liberal,Most Of The Time,Never,White
3387,More Difficult,Female,Moderate,,Once Daily,White
6702,More Difficult,Female,Slightly Liberal,Some of the Time,Once A Week Or Less,White
405,More Difficult,Female,Slightly Conservative,Some of the Time,Once Daily,White
3820,More Difficult,Female,Slightly Liberal,Some of the Time,Never,White
3188,More Difficult,Female,Slightly Conservative,,Once Daily,White
4928,More Difficult,Female,Moderate,Some of the Time,Never,White
3826,More Difficult,Male,Moderate,,Once A Week Or Less,White
6069,More Difficult,Male,Slightly Conservative,Most Of The Time,Several Times Daily,Other
3830,More Difficult,Female,Conservative,,Several Times Daily,White
3832,More Difficult,Female,Moderate,Always,Once A Week Or Less,White
6537,More Difficult,Male,Moderate,,Once Daily,White
4809,More Difficult,Female,Liberal,Half of the Time,Never,White
3840,More Difficult,Female,Conservative,Some of the Time,Once Daily,Hispanic
1874,More Difficult,Female,,Most Of The Time,Few Times A Week,Black
3063,More Difficult,Male,Moderate,,Several Times Daily,Other
555,More Difficult,Female,,,Several Times Daily,Black
6111,More Difficult,Male,Moderate,Half of the Time,Several Times Daily,White
4747,More Difficult,Female,Extremely Liberal,Half of the Time,Once Daily,Hispanic
3849,More Difficult,Male,Moderate,,Never,White
5327,More Difficult,Female,Slightly Liberal,Some of the Time,Once Daily,White
2024,More Difficult,Female,,Half of the Time,Once A Week Or Less,Hispanic
3444,More Difficult,Male,Liberal,,Never,White
1871,More Difficult,Female,Moderate,,Few Times A Week,Hispanic
4638,More Difficult,Female,Moderate,,Once A Week Or Less,White
801,More Difficult,Female,,Most Of The Time,Once Daily,Hispanic
3860,More Difficult,Female,Conservative,Half of the Time,Few Times A Week,White
335,More Difficult,Female,Moderate,,Few Times A Week,White
1578,More Difficult,Male,Liberal,Half of the Time,Few Times A Week,Hispanic
902,More Difficult,Male,Extremely Liberal,Some of the Time,Once Daily,Other
6711,More Difficult,Male,Extremely Liberal,,Once Daily,White
3881,More Difficult,Male,Moderate,Some of the Time,Once A Week Or Less,White
3882,More Difficult,Female,Slightly Liberal,,Several Times Daily,White
6541,More Difficult,Male,Slightly Conservative,,Few Times A Week,Hispanic
1381,More Difficult,Female,Slightly Liberal,Half of the Time,Several Times Daily,Black
283,More Difficult,Male,Moderate,Most Of The Time,Few Times A Week,White
5631,More Difficult,Male,Moderate,,Once A Week Or Less,Black
776,More Difficult,Male,Conservative,Always,Few Times A Week,Hispanic
1184,More Difficult,Male,Moderate,,Once Daily,Black
4087,More Difficult,Male,Slightly Liberal,Some of the Time,Few Times A Week,Hispanic
6855,More Difficult,Female,Moderate,,Few Times A Week,White
605,More Difficult,Male,Slightly Conservative,,Few Times A Week,Black
5506,More Difficult,Female,Moderate,Some of the Time,Several Times Daily,Black
5942,More Difficult,Female,Moderate,,Several Times Daily,White
3901,More Difficult,Male,Slightly Liberal,Some of the Time,Several Times Daily,White
3902,More Difficult,Female,Moderate,Never,Several Times Daily,Hispanic
3903,More Difficult,Female,Conservative,,Several Times Daily,White
3852,More Difficult,Male,Slightly Liberal,,Never,White
1601,More Difficult,Female,Moderate,Half of the Time,Few Times A Week,White
1839,More Difficult,Male,Extremely Liberal,Half of the Time,Several Times Daily,Black
1569,More Difficult,Female,,Some of the Time,Once Daily,Hispanic
3918,More Difficult,Male,Slightly Conservative,Half of the Time,Several Times Daily,White
1472,More Difficult,Male,,Never,Once A Week Or Less,Hispanic
5439,More Difficult,Female,Moderate,,Once A Week Or Less,White
598,More Difficult,Female,,Some of the Time,Several Times Daily,Black
468,More Difficult,Female,Liberal,Some of the Time,Once Daily,White
3928,More Difficult,Female,Slightly Liberal,,Once Daily,Black
5907,More Difficult,Male,Conservative,Some of the Time,Several Times Daily,Black
3932,More Difficult,Female,Liberal,Half of the Time,Once A Week Or Less,Black
6049,More Difficult,Female,Slightly Liberal,,Once Daily,White
4106,More Difficult,Male,Conservative,,Never,White
3003,More Difficult,Female,Slightly Conservative,,Several Times Daily,White
3944,More Difficult,Male,Moderate,,Several Times Daily,Black
3924,More Difficult,Male,Slightly Conservative,Some of the Time,Several Times Daily,Hispanic
5113,More Difficult,Male,Moderate,,Several Times Daily,Other
4596,More Difficult,Male,Conservative,,Several Times Daily,White
4683,More Difficult,Female,Liberal,Most Of The Time,Several Times Daily,Black
1175,More Difficult,Male,Liberal,,Once Daily,White
1659,More Difficult,Female,,Half of the Time,Several Times Daily,White
4740,More Difficult,Male,Moderate,,,
3953,More Difficult,Male,Moderate,,Once Daily,White
3987,More Difficult,Female,Conservative,,Once Daily,Black
3957,More Difficult,Female,Moderate,Some of the Time,Few Times A Week,White
5129,More Difficult,Male,Moderate,Half of the Time,Once A Week Or Less,Other
4672,More Difficult,Male,Moderate,,Once Daily,Black
3961,More Difficult,Female,Moderate,,Several Times Daily,Black
1630,More Difficult,Male,Moderate,Some of the Time,Few Times A Week,White
3465,More Difficult,Male,Slightly Conservative,,Once A Week Or Less,Black
5581,More Difficult,Male,Liberal,Some of the Time,Once A Week Or Less,White
4615,More Difficult,Male,Slightly Conservative,Some of the Time,Once A Week Or Less,Hispanic
2036,More Difficult,Female,,,Once Daily,White
357,More Difficult,Female,Moderate,Half of the Time,Several Times Daily,Black
6513,More Difficult,Female,Liberal,Always,Never,Black
3978,More Difficult,Female,Moderate,Most Of The Time,Several Times Daily,Black
1194,More Difficult,Male,Conservative,Half of the Time,Several Times Daily,Other
5070,More Difficult,Male,Slightly Liberal,,Never,White
5501,More Difficult,Female,Conservative,,Once A Week Or Less,White
1968,More Difficult,Female,Slightly Liberal,,Once Daily,
3956,More Difficult,Female,Slightly Conservative,Half of the Time,Once Daily,White
3954,More Difficult,Female,Moderate,Half of the Time,Once A Week Or Less,White
5162,More Difficult,Female,Slightly Conservative,Most Of The Time,Once A Week Or Less,White
5233,More Difficult,Male,Slightly Conservative,Some of the Time,Several Times Daily,Hispanic
4119,More Difficult,Male,Slightly Liberal,,Never,White
3996,More Difficult,Male,Conservative,,Never,White
4868,More Difficult,Female,Slightly Liberal,Half of the Time,Once Daily,Hispanic
683,More Difficult,Female,Liberal,,Once A Week Or Less,Hispanic
4447,More Difficult,Female,Moderate,Most Of The Time,Once Daily,Hispanic
3866,More Difficult,Male,Slightly Conservative,Some of the Time,Once Daily,White
6734,More Difficult,Male,Slightly Liberal,Some of the Time,Never,White
4003,More Difficult,Female,Slightly Conservative,,Once A Week Or Less,White
5296,More Difficult,Female,Liberal,,Several Times Daily,White
766,More Difficult,Female,Liberal,Half of the Time,Once A Week Or Less,White
4796,More Difficult,Female,Slightly Conservative,,Once Daily,Other
5737,More Difficult,Female,Moderate,Half of the Time,Few Times A Week,Other
3614,More Difficult,Male,Moderate,,Few Times A Week,White
4993,More Difficult,Female,Moderate,,Several Times Daily,Hispanic
3461,More Difficult,Male,Liberal,Half of the Time,Once Daily,White
3174,More Difficult,Female,Liberal,,Few Times A Week,White
4016,More Difficult,Female,Conservative,Some of the Time,Several Times Daily,White
1528,More Difficult,Female,Slightly Conservative,Most Of The Time,Several Times Daily,Hispanic
1225,More Difficult,Male,Conservative,,Several Times Daily,Black
886,More Difficult,Female,Moderate,Some of the Time,Once A Week Or Less,White
3699,More Difficult,Female,Moderate,,Never,White
3876,More Difficult,Male,Slightly Liberal,Some of the Time,Never,White
6681,More Difficult,Male,Conservative,Some of the Time,Several Times Daily,White
2056,More Difficult,Male,Moderate,,Few Times A Week,White
5923,More Difficult,Male,Slightly Liberal,Some of the Time,Once A Week Or Less,Black
5335,More Difficult,Female,Slightly Conservative,,Several Times Daily,Hispanic
1715,More Difficult,Male,,Never,Several Times Daily,Other
6807,More Difficult,Female,Slightly Conservative,,Once A Week Or Less,White
3251,More Difficult,Female,Moderate,,Few Times A Week,Hispanic
4036,More Difficult,Female,Slightly Liberal,Half of the Time,Once Daily,White
3042,More Difficult,Male,Slightly Conservative,,Few Times A Week,White
4867,More Difficult,Female,Conservative,Half of the Time,Once Daily,Hispanic
4046,More Difficult,Male,Slightly Conservative,Some of the Time,Never,White
4700,More Difficult,Female,Slightly Conservative,,Once A Week Or Less,White
4048,More Difficult,Male,Moderate,Half of the Time,Few Times A Week,Hispanic
6474,More Difficult,Male,Moderate,Some of the Time,Never,White
6001,More Difficult,Male,Moderate,Never,Several Times Daily,Other
5031,More Difficult,Male,Liberal,,Never,White
797,More Difficult,Female,,Half of the Time,Once Daily,Hispanic
1786,More Difficult,Male,,Most Of The Time,Few Times A Week,Black
4620,More Difficult,Male,Moderate,,Few Times A Week,White
1894,More Difficult,Male,,,Several Times Daily,Hispanic
663,More Difficult,Female,Moderate,Some of the Time,Once Daily,Hispanic
613,More Difficult,Female,Slightly Conservative,Most Of The Time,Once Daily,Black
4852,More Difficult,Male,Slightly Conservative,,Several Times Daily,Black
1787,More Difficult,Female,Moderate,Half of the Time,Few Times A Week,Black
4079,More Difficult,Male,Liberal,Half of the Time,Once A Week Or Less,White
6363,More Difficult,Female,Moderate,,Never,White
4082,More Difficult,Female,Liberal,Most Of The Time,Several Times Daily,Hispanic
1687,More Difficult,Female,Conservative,Half of the Time,Several Times Daily,Hispanic
5010,More Difficult,Female,Moderate,,Several Times Daily,White
4045,More Difficult,Female,Extremely Liberal,,Never,White
5097,More Difficult,Female,Slightly Conservative,Half of the Time,Several Times Daily,Hispanic
3766,More Difficult,Male,Moderate,Never,Once Daily,White
339,More Difficult,Female,Liberal,,Once Daily,White
3256,More Difficult,Female,Moderate,Half of the Time,Never,White
4103,More Difficult,Female,Extremely Conservative,,Several Times Daily,White
6110,More Difficult,Female,Moderate,,Once Daily,White
1405,More Difficult,Male,Moderate,Some of the Time,Once Daily,Hispanic
5692,More Difficult,Male,Slightly Liberal,Most Of The Time,Few Times A Week,Hispanic
839,More Difficult,Female,Moderate,Most Of The Time,Several Times Daily,Hispanic
4642,More Difficult,Female,Moderate,,Never,White
220,More Difficult,Female,Slightly Liberal,Half of the Time,Never,White
670,More Difficult,Male,Slightly Liberal,Some of the Time,Few Times A Week,Hispanic
855,More Difficult,Female,Moderate,Never,Several Times Daily,Black
4758,More Difficult,Female,Extremely Liberal,Half of the Time,Several Times Daily,Black
6801,More Difficult,Female,Slightly Liberal,Most Of The Time,Few Times A Week,White
4786,More Difficult,Male,Moderate,,Once Daily,White
3224,More Difficult,Female,Moderate,Some of the Time,Never,White
1417,More Difficult,Male,Slightly Conservative,Half of the Time,Few Times A Week,Black
539,More Difficult,Male,Slightly Conservative,Some of the Time,Few Times A Week,Hispanic
6364,More Difficult,Female,Conservative,,Several Times Daily,White
3913,More Difficult,Male,Liberal,,Never,White
107,More Difficult,Female,,Most Of The Time,Several Times Daily,Black
1393,More Difficult,Female,Moderate,Half of the Time,Once Daily,Hispanic
3146,More Difficult,Female,Extremely Liberal,,Several Times Daily,Black
6582,More Difficult,Male,Moderate,Most Of The Time,Once A Week Or Less,Hispanic
4260,More Difficult,Male,Moderate,Some of the Time,Several Times Daily,Black
3851,More Difficult,Male,Liberal,Most Of The Time,Once A Week Or Less,White
6508,More Difficult,Female,Moderate,Half of the Time,Few Times A Week,White
4388,More Difficult,Female,Moderate,Half of the Time,Once A Week Or Less,White
5398,More Difficult,Female,Liberal,Some of the Time,Few Times A Week,Black
5708,More Difficult,Female,Liberal,,Once Daily,White
4960,More Difficult,Male,Moderate,,Once A Week Or Less,White
6202,More Difficult,Female,Slightly Liberal,,Once A Week Or Less,Other
4155,More Difficult,Male,Moderate,Half of the Time,Several Times Daily,Black
3694,More Difficult,Female,Liberal,,Once A Week Or Less,White
1626,More Difficult,Female,,,Several Times Daily,Hispanic
4162,More Difficult,Female,Slightly Liberal,Some of the Time,Once Daily,White
6159,More Difficult,Female,Moderate,Some of the Time,Once Daily,White
1376,More Difficult,Female,,,Several Times Daily,Black
6340,More Difficult,Female,Moderate,,,White
4167,More Difficult,Female,Conservative,,Once Daily,Hispanic
5061,More Difficult,Female,Liberal,,Once Daily,White
6370,More Difficult,Female,Conservative,Some of the Time,Few Times A Week,White
6397,More Difficult,Female,Moderate,Some of the Time,Several Times Daily,Black
1304,More Difficult,Female,Moderate,,Several Times Daily,Black
6146,More Difficult,Male,Moderate,,Never,White
4182,More Difficult,Male,Slightly Liberal,,Once A Week Or Less,White
669,More Difficult,Male,Moderate,Some of the Time,Never,Hispanic
1290,More Difficult,Female,Moderate,,Few Times A Week,White
3463,More Difficult,Female,Moderate,,Few Times A Week,White
4707,More Difficult,Female,Conservative,Some of the Time,Several Times Daily,White
5928,More Difficult,Male,Moderate,,Several Times Daily,White
4314,More Difficult,Male,Liberal,Some of the Time,Once A Week Or Less,White
6144,More Difficult,Male,Moderate,Most Of The Time,Few Times A Week,Black
205,More Difficult,Male,,,Once Daily,White
5265,More Difficult,Male,Moderate,,Several Times Daily,Hispanic
1717,More Difficult,Male,,Most Of The Time,Once A Week Or Less,White
4798,More Difficult,Female,Moderate,,Once A Week Or Less,White
4488,More Difficult,Female,Liberal,Half of the Time,Once Daily,Hispanic
6057,More Difficult,Female,Liberal,,Several Times Daily,Black
3859,More Difficult,Male,Moderate,,Few Times A Week,White
6658,More Difficult,Female,Slightly Conservative,,Once Daily,Hispanic
4255,More Difficult,Male,Liberal,Most Of The Time,Once Daily,Hispanic
4213,More Difficult,Female,Liberal,Most Of The Time,Never,White
4460,More Difficult,Male,Liberal,,Few Times A Week,Black
